date,year,month,day,extent,climatology_1981_2010,anomaly
2003-07-27,2003,7,27,17.11,16.801,0.309
2003-07-28,2003,7,28,17.205,16.857,0.348
2003-07-29,2003,7,29,17.208,16.929,0.279
2003-07-30,2003,7,30,17.261,16.981,0.28
2003-07-31,2003,7,31,17.329,17.028,0.301
2003-08-01,2003,8,1,17.326,17.083,0.243
2003-08-02,2003,8,2,17.333,17.135,0.198
2003-08-03,2003,8,3,17.432,17.19,0.242
2003-08-04,2003,8,4,17.325,17.236,0.089
2003-08-05,2003,8,5,17.271,17.287,-0.016
2003-08-06,2003,8,6,17.278,17.35,-0.072
2003-08-07,2003,8,7,17.298,17.421,-0.123
2003-08-08,2003,8,8,17.397,17.481,-0.084
2003-08-09,2003,8,9,17.495,17.514,-0.019
2003-08-10,2003,8,10,17.519,17.547,-0.028
2003-08-11,2003,8,11,17.454,17.593,-0.139
2003-08-12,2003,8,12,17.44,17.642,-0.202
2003-08-13,2003,8,13,17.466,17.683,-0.217
2003-08-14,2003,8,14,17.424,17.738,-0.314
2003-08-15,2003,8,15,17.436,17.782,-0.346
2003-08-16,2003,8,16,17.487,17.827,-0.34
2003-08-17,2003,8,17,17.588,17.845,-0.257
2003-08-18,2003,8,18,17.62,17.867,-0.247
2003-08-19,2003,8,19,17.633,17.888,-0.255
2003-08-20,2003,8,20,17.613,17.924,-0.311
2003-08-21,2003,8,21,17.616,17.964,-0.348
2003-08-22,2003,8,22,17.676,17.983,-0.307
2003-08-23,2003,8,23,17.727,18.018,-0.291
2003-08-24,2003,8,24,17.764,18.053,-0.289
2003-08-25,2003,8,25,17.819,18.105,-0.286
2003-08-26,2003,8,26,17.892,18.145,-0.253
2003-08-27,2003,8,27,17.969,18.159,-0.19
2003-08-28,2003,8,28,17.948,18.195,-0.247
2003-08-29,2003,8,29,17.912,18.222,-0.31
2003-08-30,2003,8,30,17.944,18.241,-0.297
2003-08-31,2003,8,31,17.955,18.264,-0.309
2003-09-01,2003,9,1,17.93,18.288,-0.358
2003-09-02,2003,9,2,17.925,18.308,-0.383
2003-09-03,2003,9,3,17.918,18.333,-0.415
2003-09-04,2003,9,4,17.905,18.352,-0.447
2003-09-05,2003,9,5,18.003,18.373,-0.37
2003-09-06,2003,9,6,18.024,18.397,-0.373
2003-09-07,2003,9,7,18.044,18.416,-0.372
2003-09-08,2003,9,8,18.083,18.445,-0.362
2003-09-09,2003,9,9,18.073,18.47,-0.397
2003-09-10,2003,9,10,18.05,18.49,-0.44
2003-09-11,2003,9,11,18.113,18.502,-0.389
2003-09-12,2003,9,12,18.189,18.521,-0.332
2003-09-13,2003,9,13,18.292,18.522,-0.23
2003-09-14,2003,9,14,18.263,18.529,-0.266
2003-09-15,2003,9,15,18.21,18.533,-0.323
2003-09-16,2003,9,16,18.233,18.546,-0.313
2003-09-17,2003,9,17,18.334,18.565,-0.231
2003-09-18,2003,9,18,18.378,18.567,-0.189
2003-09-19,2003,9,19,18.467,18.572,-0.105
2003-09-20,2003,9,20,18.548,18.574,-0.026
2003-09-21,2003,9,21,18.583,18.576,0.007
2003-09-22,2003,9,22,18.554,18.569,-0.015
2003-09-23,2003,9,23,18.549,18.57,-0.021
2003-09-24,2003,9,24,18.629,18.571,0.058
2003-09-25,2003,9,25,18.68,18.566,0.114
2003-09-26,2003,9,26,18.611,18.552,0.059
2003-09-27,2003,9,27,18.582,18.541,0.041
2003-09-28,2003,9,28,18.611,18.525,0.086
2003-09-29,2003,9,29,18.587,18.525,0.062
2003-09-30,2003,9,30,18.581,18.508,0.073
2003-10-01,2003,10,1,18.56,18.508,0.052
2003-10-02,2003,10,2,18.539,18.504,0.035
2003-10-03,2003,10,3,18.573,18.476,0.097
2003-10-04,2003,10,4,18.591,18.448,0.143
2003-10-05,2003,10,5,18.536,18.44,0.096
2003-10-06,2003,10,6,18.45,18.425,0.025
2003-10-07,2003,10,7,18.373,18.394,-0.021
2003-10-08,2003,10,8,18.404,18.361,0.043
2003-10-09,2003,10,9,18.278,18.329,-0.051
2003-10-10,2003,10,10,18.208,18.299,-0.091
2003-10-11,2003,10,11,18.112,18.287,-0.175
2003-10-12,2003,10,12,18.103,18.265,-0.162
2003-10-13,2003,10,13,18.1,18.235,-0.135
2003-10-14,2003,10,14,18.071,18.224,-0.153
2003-10-15,2003,10,15,18.085,18.193,-0.108
2003-10-16,2003,10,16,18.065,18.158,-0.093
2003-10-17,2003,10,17,18.102,18.116,-0.014
2003-10-18,2003,10,18,18.135,18.062,0.073
2003-10-19,2003,10,19,18.185,18.012,0.173
2003-10-20,2003,10,20,18.256,17.97,0.286
2003-10-21,2003,10,21,18.228,17.921,0.307
2003-10-22,2003,10,22,18.155,17.872,0.283
2003-10-23,2003,10,23,18.078,17.833,0.245
2003-10-24,2003,10,24,18.13,17.791,0.339
2003-10-25,2003,10,25,18.073,17.736,0.337
2003-10-26,2003,10,26,18.006,17.681,0.325
2003-10-27,2003,10,27,18.059,17.633,0.426
2003-10-28,2003,10,28,18.017,17.555,0.462
2003-10-29,2003,10,29,17.957,17.509,0.448
2003-10-30,2003,10,30,17.852,17.449,0.403
2003-10-31,2003,10,31,17.857,17.367,0.49
2003-11-01,2003,11,1,17.726,17.312,0.414
2003-11-02,2003,11,2,17.632,17.229,0.403
2003-11-03,2003,11,3,17.518,17.153,0.365
2003-11-04,2003,11,4,17.4,17.081,0.319
2003-11-05,2003,11,5,17.301,17.011,0.29
2003-11-06,2003,11,6,17.188,16.934,0.254
2003-11-07,2003,11,7,17.117,16.848,0.269
2003-11-08,2003,11,8,17.02,16.762,0.258
2003-11-09,2003,11,9,16.956,16.667,0.289
2003-11-10,2003,11,10,16.899,16.562,0.337
2003-11-11,2003,11,11,16.769,16.472,0.297
2003-11-12,2003,11,12,16.709,16.378,0.331
2003-11-13,2003,11,13,16.619,16.272,0.347
2003-11-14,2003,11,14,16.525,16.175,0.35
2003-11-15,2003,11,15,16.375,16.061,0.314
2003-11-16,2003,11,16,16.233,15.925,0.308
2003-11-17,2003,11,17,15.971,15.797,0.174
2003-11-18,2003,11,18,15.859,15.665,0.194
2003-11-19,2003,11,19,15.755,15.509,0.246
2003-11-20,2003,11,20,15.619,15.368,0.251
2003-11-21,2003,11,21,15.462,15.213,0.249
2003-11-22,2003,11,22,15.333,15.069,0.264
2003-11-23,2003,11,23,15.178,14.896,0.282
2003-11-24,2003,11,24,14.992,14.74,0.252
2003-11-25,2003,11,25,14.899,14.575,0.324
2003-11-26,2003,11,26,14.761,14.417,0.344
2003-11-27,2003,11,27,14.625,14.239,0.386
2003-11-28,2003,11,28,14.436,14.055,0.381
2003-11-29,2003,11,29,14.257,13.868,0.389
2003-11-30,2003,11,30,14.152,13.685,0.467
2003-12-01,2003,12,1,14.065,13.513,0.552
2003-12-02,2003,12,2,13.795,13.294,0.501
2003-12-03,2003,12,3,13.509,13.105,0.404
2003-12-04,2003,12,4,13.174,12.904,0.27
2003-12-05,2003,12,5,12.993,12.703,0.29
2003-12-06,2003,12,6,12.713,12.495,0.218
2003-12-07,2003,12,7,12.527,12.29,0.237
2003-12-08,2003,12,8,12.282,12.068,0.214
2003-12-09,2003,12,9,12.006,11.859,0.147
2003-12-10,2003,12,10,11.794,11.659,0.135
2003-12-11,2003,12,11,11.654,11.436,0.218
2003-12-12,2003,12,12,11.494,11.222,0.272
2003-12-13,2003,12,13,11.303,10.998,0.305
2003-12-14,2003,12,14,11.039,10.755,0.284
2003-12-15,2003,12,15,10.778,10.498,0.28
2003-12-16,2003,12,16,10.536,10.247,0.289
2003-12-17,2003,12,17,10.249,9.984,0.265
2003-12-18,2003,12,18,10.05,9.732,0.318
2003-12-19,2003,12,19,9.752,9.48,0.272
2003-12-20,2003,12,20,9.537,9.255,0.282
2003-12-21,2003,12,21,9.331,9.039,0.292
2003-12-22,2003,12,22,9.116,8.835,0.281
2003-12-23,2003,12,23,9.015,8.631,0.384
2003-12-24,2003,12,24,8.845,8.416,0.429
2003-12-25,2003,12,25,8.575,8.224,0.351
2003-12-26,2003,12,26,8.411,8.018,0.393
2003-12-27,2003,12,27,8.134,7.811,0.323
2003-12-28,2003,12,28,7.919,7.624,0.295
2003-12-29,2003,12,29,7.769,7.406,0.363
2003-12-30,2003,12,30,7.618,7.222,0.396
2003-12-31,2003,12,31,7.488,7.059,0.429
2004-01-01,2004,1,1,7.374,6.999,0.375
2004-01-02,2004,1,2,7.275,6.808,0.467
2004-01-03,2004,1,3,6.988,6.621,0.367
2004-01-04,2004,1,4,6.766,6.451,0.315
2004-01-05,2004,1,5,6.59,6.296,0.294
2004-01-06,2004,1,6,6.495,6.142,0.353
2004-01-07,2004,1,7,6.358,5.999,0.359
2004-01-08,2004,1,8,6.289,5.838,0.451
2004-01-09,2004,1,9,6.289,5.681,0.608
2004-01-10,2004,1,10,6.219,5.547,0.672
2004-01-11,2004,1,11,5.989,5.423,0.566
2004-01-12,2004,1,12,5.838,5.305,0.533
2004-01-13,2004,1,13,5.741,5.16,0.581
2004-01-14,2004,1,14,5.679,5.047,0.632
2004-01-15,2004,1,15,5.66,4.926,0.734
2004-01-16,2004,1,16,5.58,4.819,0.761
2004-01-17,2004,1,17,5.505,4.709,0.796
2004-01-18,2004,1,18,5.358,4.614,0.744
2004-01-19,2004,1,19,5.291,4.521,0.77
2004-01-20,2004,1,20,5.146,4.427,0.719
2004-01-21,2004,1,21,5.014,4.335,0.679
2004-01-22,2004,1,22,4.914,4.24,0.674
2004-01-23,2004,1,23,4.888,4.154,0.734
2004-01-24,2004,1,24,4.748,4.074,0.674
2004-01-25,2004,1,25,4.703,3.998,0.705
2004-01-26,2004,1,26,4.636,3.929,0.707
2004-01-27,2004,1,27,4.625,3.861,0.764
2004-01-28,2004,1,28,4.524,3.808,0.716
2004-01-29,2004,1,29,4.363,3.734,0.629
2004-01-30,2004,1,30,4.27,3.665,0.605
2004-01-31,2004,1,31,4.191,3.605,0.586
2004-02-01,2004,2,1,4.088,3.534,0.554
2004-02-02,2004,2,2,4.079,3.489,0.59
2004-02-03,2004,2,3,4.001,3.43,0.571
2004-02-04,2004,2,4,3.957,3.377,0.58
2004-02-05,2004,2,5,3.917,3.326,0.591
2004-02-06,2004,2,6,3.903,3.28,0.623
2004-02-07,2004,2,7,3.866,3.227,0.639
2004-02-08,2004,2,8,3.781,3.181,0.6
2004-02-09,2004,2,9,3.721,3.141,0.58
2004-02-10,2004,2,10,3.601,3.097,0.504
2004-02-11,2004,2,11,3.58,3.064,0.516
2004-02-12,2004,2,12,3.532,3.025,0.507
2004-02-13,2004,2,13,3.512,2.998,0.514
2004-02-14,2004,2,14,3.5,2.969,0.531
2004-02-15,2004,2,15,3.475,2.935,0.54
2004-02-16,2004,2,16,3.437,2.918,0.519
2004-02-17,2004,2,17,3.33,2.914,0.416
2004-02-18,2004,2,18,3.357,2.903,0.454
2004-02-19,2004,2,19,3.297,2.881,0.416
2004-02-20,2004,2,20,3.259,2.876,0.383
2004-02-21,2004,2,21,3.363,2.881,0.482
2004-02-22,2004,2,22,3.325,2.885,0.44
2004-02-23,2004,2,23,3.314,2.892,0.422
2004-02-24,2004,2,24,3.39,2.889,0.501
2004-02-25,2004,2,25,3.39,2.907,0.483
2004-02-26,2004,2,26,3.457,2.931,0.526
2004-02-27,2004,2,27,3.438,2.96,0.478
2004-02-28,2004,2,28,3.505,2.994,0.511
2004-02-29,2004,2,29,3.548,3.014,0.534
2004-03-01,2004,3,1,3.604,3.061,0.543
2004-03-02,2004,3,2,3.691,3.105,0.586
2004-03-03,2004,3,3,3.768,3.166,0.602
2004-03-04,2004,3,4,3.73,3.211,0.519
2004-03-05,2004,3,5,3.813,3.253,0.56
2004-03-06,2004,3,6,3.862,3.306,0.556
2004-03-07,2004,3,7,3.893,3.37,0.523
2004-03-08,2004,3,8,3.93,3.433,0.497
2004-03-09,2004,3,9,3.984,3.507,0.477
2004-03-10,2004,3,10,4.052,3.592,0.46
2004-03-11,2004,3,11,4.157,3.658,0.499
2004-03-12,2004,3,12,4.188,3.735,0.453
2004-03-13,2004,3,13,4.242,3.815,0.427
2004-03-14,2004,3,14,4.451,3.892,0.559
2004-03-15,2004,3,15,4.408,3.966,0.442
2004-03-16,2004,3,16,4.552,4.035,0.517
2004-03-17,2004,3,17,4.618,4.11,0.508
2004-03-18,2004,3,18,4.685,4.199,0.486
2004-03-19,2004,3,19,4.752,4.271,0.481
2004-03-20,2004,3,20,4.795,4.362,0.433
2004-03-21,2004,3,21,4.839,4.441,0.398
2004-03-22,2004,3,22,4.907,4.521,0.386
2004-03-23,2004,3,23,5.001,4.613,0.388
2004-03-24,2004,3,24,5.102,4.701,0.401
2004-03-25,2004,3,25,5.189,4.798,0.391
2004-03-26,2004,3,26,5.172,4.884,0.288
2004-03-27,2004,3,27,5.215,4.956,0.259
2004-03-28,2004,3,28,5.254,5.047,0.207
2004-03-29,2004,3,29,5.376,5.139,0.237
2004-03-30,2004,3,30,5.479,5.219,0.26
2004-03-31,2004,3,31,5.603,5.312,0.291
2004-04-01,2004,4,1,5.748,5.405,0.343
2004-04-02,2004,4,2,5.89,5.508,0.382
2004-04-03,2004,4,3,5.999,5.607,0.392
2004-04-04,2004,4,4,6.101,5.708,0.393
2004-04-05,2004,4,5,6.237,5.806,0.431
2004-04-06,2004,4,6,6.315,5.908,0.407
2004-04-07,2004,4,7,6.457,6.018,0.439
2004-04-08,2004,4,8,6.55,6.125,0.425
2004-04-09,2004,4,9,6.595,6.218,0.377
2004-04-10,2004,4,10,6.701,6.329,0.372
2004-04-11,2004,4,11,6.839,6.434,0.405
2004-04-12,2004,4,12,6.999,6.549,0.45
2004-04-13,2004,4,13,7.076,6.656,0.42
2004-04-14,2004,4,14,7.127,6.757,0.37
2004-04-15,2004,4,15,7.235,6.862,0.373
2004-04-16,2004,4,16,7.361,6.977,0.384
2004-04-17,2004,4,17,7.501,7.089,0.412
2004-04-18,2004,4,18,7.562,7.194,0.368
2004-04-19,2004,4,19,7.6,7.303,0.297
2004-04-20,2004,4,20,7.652,7.414,0.238
2004-04-21,2004,4,21,7.758,7.516,0.242
2004-04-22,2004,4,22,7.912,7.624,0.288
2004-04-23,2004,4,23,8.053,7.733,0.32
2004-04-24,2004,4,24,8.075,7.84,0.235
2004-04-25,2004,4,25,8.156,7.947,0.209
2004-04-26,2004,4,26,8.29,8.05,0.24
2004-04-27,2004,4,27,8.43,8.165,0.265
2004-04-28,2004,4,28,8.602,8.28,0.322
2004-04-29,2004,4,29,8.749,8.387,0.362
2004-04-30,2004,4,30,8.823,8.497,0.326
2004-05-01,2004,5,1,8.901,8.604,0.297
2004-05-02,2004,5,2,9.045,8.71,0.335
2004-05-03,2004,5,3,9.142,8.825,0.317
2004-05-04,2004,5,4,9.264,8.94,0.324
2004-05-05,2004,5,5,9.383,9.053,0.33
2004-05-06,2004,5,6,9.396,9.161,0.235
2004-05-07,2004,5,7,9.475,9.28,0.195
2004-05-08,2004,5,8,9.579,9.392,0.187
2004-05-09,2004,5,9,9.681,9.487,0.194
2004-05-10,2004,5,10,9.775,9.588,0.187
2004-05-11,2004,5,11,9.918,9.705,0.213
2004-05-12,2004,5,12,10.063,9.811,0.252
2004-05-13,2004,5,13,10.123,9.928,0.195
2004-05-14,2004,5,14,10.244,10.039,0.205
2004-05-15,2004,5,15,10.344,10.147,0.197
2004-05-16,2004,5,16,10.422,10.26,0.162
2004-05-17,2004,5,17,10.416,10.366,0.05
2004-05-18,2004,5,18,10.464,10.47,-0.006
2004-05-19,2004,5,19,10.683,10.583,0.1
2004-05-20,2004,5,20,10.855,10.708,0.147
2004-05-21,2004,5,21,10.875,10.809,0.066
2004-05-22,2004,5,22,10.953,10.909,0.044
2004-05-23,2004,5,23,11.075,11.019,0.056
2004-05-24,2004,5,24,11.207,11.119,0.088
2004-05-25,2004,5,25,11.423,11.219,0.204
2004-05-26,2004,5,26,11.649,11.321,0.328
2004-05-27,2004,5,27,11.836,11.422,0.414
2004-05-28,2004,5,28,12.072,11.532,0.54
2004-05-29,2004,5,29,12.111,11.629,0.482
2004-05-30,2004,5,30,12.075,11.732,0.343
2004-05-31,2004,5,31,12.122,11.859,0.263
2004-06-01,2004,6,1,12.262,11.978,0.284
2004-06-02,2004,6,2,12.359,12.077,0.282
2004-06-03,2004,6,3,12.567,12.168,0.399
2004-06-04,2004,6,4,12.613,12.271,0.342
2004-06-05,2004,6,5,12.638,12.383,0.255
2004-06-06,2004,6,6,12.7,12.49,0.21
2004-06-07,2004,6,7,12.78,12.581,0.199
2004-06-08,2004,6,8,12.937,12.69,0.247
2004-06-09,2004,6,9,13.055,12.792,0.263
2004-06-10,2004,6,10,13.142,12.894,0.248
2004-06-11,2004,6,11,13.339,12.987,0.352
2004-06-12,2004,6,12,13.434,13.074,0.36
2004-06-13,2004,6,13,13.581,13.172,0.409
2004-06-14,2004,6,14,13.733,13.279,0.454
2004-06-15,2004,6,15,13.867,13.384,0.483
2004-06-16,2004,6,16,13.941,13.487,0.454
2004-06-17,2004,6,17,14.026,13.597,0.429
2004-06-18,2004,6,18,14.094,13.692,0.402
2004-06-19,2004,6,19,14.151,13.796,0.355
2004-06-20,2004,6,20,14.259,13.898,0.361
2004-06-21,2004,6,21,14.388,13.991,0.397
2004-06-22,2004,6,22,14.526,14.085,0.441
2004-06-23,2004,6,23,14.675,14.186,0.489
2004-06-24,2004,6,24,14.726,14.279,0.447
2004-06-25,2004,6,25,14.752,14.37,0.382
2004-06-26,2004,6,26,14.784,14.448,0.336
2004-06-27,2004,6,27,14.857,14.524,0.333
2004-06-28,2004,6,28,14.987,14.622,0.365
2004-06-29,2004,6,29,15.071,14.709,0.362
2004-06-30,2004,6,30,15.156,14.812,0.344
2004-07-01,2004,7,1,15.197,14.896,0.301
2004-07-02,2004,7,2,15.27,14.966,0.304
2004-07-03,2004,7,3,15.403,15.039,0.364
2004-07-04,2004,7,4,15.44,15.112,0.328
2004-07-05,2004,7,5,15.442,15.187,0.255
2004-07-06,2004,7,6,15.498,15.265,0.233
2004-07-07,2004,7,7,15.577,15.329,0.248
2004-07-08,2004,7,8,15.661,15.395,0.266
2004-07-09,2004,7,9,15.824,15.482,0.342
2004-07-10,2004,7,10,15.969,15.547,0.422
2004-07-11,2004,7,11,16.132,15.652,0.48
2004-07-12,2004,7,12,16.291,15.753,0.538
2004-07-13,2004,7,13,16.297,15.839,0.458
2004-07-14,2004,7,14,16.294,15.909,0.385
2004-07-15,2004,7,15,16.335,15.971,0.364
2004-07-16,2004,7,16,16.406,16.038,0.368
2004-07-17,2004,7,17,16.45,16.084,0.366
2004-07-18,2004,7,18,16.525,16.164,0.361
2004-07-19,2004,7,19,16.622,16.257,0.365
2004-07-20,2004,7,20,16.718,16.345,0.373
2004-07-21,2004,7,21,16.747,16.437,0.31
2004-07-22,2004,7,22,16.798,16.517,0.281
2004-07-23,2004,7,23,16.856,16.591,0.265
2004-07-24,2004,7,24,16.836,16.643,0.193
2004-07-25,2004,7,25,16.807,16.69,0.117
2004-07-26,2004,7,26,16.861,16.746,0.115
2004-07-27,2004,7,27,17.013,16.801,0.212
2004-07-28,2004,7,28,17.069,16.857,0.212
2004-07-29,2004,7,29,17.201,16.929,0.272
2004-07-30,2004,7,30,17.35,16.981,0.369
2004-07-31,2004,7,31,17.419,17.028,0.391
2004-08-01,2004,8,1,17.414,17.083,0.331
2004-08-02,2004,8,2,17.433,17.135,0.298
2004-08-03,2004,8,3,17.491,17.19,0.301
2004-08-04,2004,8,4,17.466,17.236,0.23
2004-08-05,2004,8,5,17.453,17.287,0.166
2004-08-06,2004,8,6,17.467,17.35,0.117
2004-08-07,2004,8,7,17.665,17.421,0.244
2004-08-08,2004,8,8,17.773,17.481,0.292
2004-08-09,2004,8,9,17.722,17.514,0.208
2004-08-10,2004,8,10,17.669,17.547,0.122
2004-08-11,2004,8,11,17.731,17.593,0.138
2004-08-12,2004,8,12,17.776,17.642,0.134
2004-08-13,2004,8,13,17.857,17.683,0.174
2004-08-14,2004,8,14,17.984,17.738,0.246
2004-08-15,2004,8,15,18.026,17.782,0.244
2004-08-16,2004,8,16,18.149,17.827,0.322
2004-08-17,2004,8,17,18.067,17.845,0.222
2004-08-18,2004,8,18,18.03,17.867,0.163
2004-08-19,2004,8,19,18.0,17.888,0.112
2004-08-20,2004,8,20,17.996,17.924,0.072
2004-08-21,2004,8,21,18.11,17.964,0.146
2004-08-22,2004,8,22,18.108,17.983,0.125
2004-08-23,2004,8,23,18.259,18.018,0.241
2004-08-24,2004,8,24,18.391,18.053,0.338
2004-08-25,2004,8,25,18.568,18.105,0.463
2004-08-26,2004,8,26,18.574,18.145,0.429
2004-08-27,2004,8,27,18.572,18.159,0.413
2004-08-28,2004,8,28,18.609,18.195,0.414
2004-08-29,2004,8,29,18.608,18.222,0.386
2004-08-30,2004,8,30,18.614,18.241,0.373
2004-08-31,2004,8,31,18.73,18.264,0.466
2004-09-01,2004,9,1,18.782,18.288,0.494
2004-09-02,2004,9,2,18.842,18.308,0.534
2004-09-03,2004,9,3,18.858,18.333,0.525
2004-09-04,2004,9,4,18.941,18.352,0.589
2004-09-05,2004,9,5,19.054,18.373,0.681
2004-09-06,2004,9,6,19.047,18.397,0.65
2004-09-07,2004,9,7,19.093,18.416,0.677
2004-09-08,2004,9,8,19.124,18.445,0.679
2004-09-09,2004,9,9,19.069,18.47,0.599
2004-09-10,2004,9,10,19.059,18.49,0.569
2004-09-11,2004,9,11,18.912,18.502,0.41
2004-09-12,2004,9,12,18.897,18.521,0.376
2004-09-13,2004,9,13,18.848,18.522,0.326
2004-09-14,2004,9,14,18.926,18.529,0.397
2004-09-15,2004,9,15,18.886,18.533,0.353
2004-09-16,2004,9,16,18.877,18.546,0.331
2004-09-17,2004,9,17,18.912,18.565,0.347
2004-09-18,2004,9,18,18.913,18.567,0.346
2004-09-19,2004,9,19,18.924,18.572,0.352
2004-09-20,2004,9,20,18.956,18.574,0.382
2004-09-21,2004,9,21,18.939,18.576,0.363
2004-09-22,2004,9,22,18.9,18.569,0.331
2004-09-23,2004,9,23,18.872,18.57,0.302
2004-09-24,2004,9,24,18.872,18.571,0.301
2004-09-25,2004,9,25,18.823,18.566,0.257
2004-09-26,2004,9,26,18.799,18.552,0.247
2004-09-27,2004,9,27,18.801,18.541,0.26
2004-09-28,2004,9,28,18.852,18.525,0.327
2004-09-29,2004,9,29,18.908,18.525,0.383
2004-09-30,2004,9,30,18.891,18.508,0.383
2004-10-01,2004,10,1,18.929,18.508,0.421
2004-10-02,2004,10,2,18.898,18.504,0.394
2004-10-03,2004,10,3,18.83,18.476,0.354
2004-10-04,2004,10,4,18.789,18.448,0.341
2004-10-05,2004,10,5,18.929,18.44,0.489
2004-10-06,2004,10,6,18.808,18.425,0.383
2004-10-07,2004,10,7,18.713,18.394,0.319
2004-10-08,2004,10,8,18.707,18.361,0.346
2004-10-09,2004,10,9,18.632,18.329,0.303
2004-10-10,2004,10,10,18.57,18.299,0.271
2004-10-11,2004,10,11,18.565,18.287,0.278
2004-10-12,2004,10,12,18.596,18.265,0.331
2004-10-13,2004,10,13,18.618,18.235,0.383
2004-10-14,2004,10,14,18.614,18.224,0.39
2004-10-15,2004,10,15,18.546,18.193,0.353
2004-10-16,2004,10,16,18.556,18.158,0.398
2004-10-17,2004,10,17,18.54,18.116,0.424
2004-10-18,2004,10,18,18.542,18.062,0.48
2004-10-19,2004,10,19,18.488,18.012,0.476
2004-10-20,2004,10,20,18.357,17.97,0.387
2004-10-21,2004,10,21,18.299,17.921,0.378
2004-10-22,2004,10,22,18.239,17.872,0.367
2004-10-23,2004,10,23,18.181,17.833,0.348
2004-10-24,2004,10,24,18.118,17.791,0.327
2004-10-25,2004,10,25,18.146,17.736,0.41
2004-10-26,2004,10,26,18.136,17.681,0.455
2004-10-27,2004,10,27,18.1,17.633,0.467
2004-10-28,2004,10,28,18.044,17.555,0.489
2004-10-29,2004,10,29,17.947,17.509,0.438
2004-10-30,2004,10,30,17.874,17.449,0.425
2004-10-31,2004,10,31,17.854,17.367,0.487
2004-11-01,2004,11,1,17.676,17.312,0.364
2004-11-02,2004,11,2,17.543,17.229,0.314
2004-11-03,2004,11,3,17.358,17.153,0.205
2004-11-04,2004,11,4,17.258,17.081,0.177
2004-11-05,2004,11,5,17.22,17.011,0.209
2004-11-06,2004,11,6,17.167,16.934,0.233
2004-11-07,2004,11,7,17.132,16.848,0.284
2004-11-08,2004,11,8,17.026,16.762,0.264
2004-11-09,2004,11,9,17.001,16.667,0.334
2004-11-10,2004,11,10,16.927,16.562,0.365
2004-11-11,2004,11,11,16.95,16.472,0.478
2004-11-12,2004,11,12,16.815,16.378,0.437
2004-11-13,2004,11,13,16.656,16.272,0.384
2004-11-14,2004,11,14,16.554,16.175,0.379
2004-11-15,2004,11,15,16.406,16.061,0.345
2004-11-16,2004,11,16,16.221,15.925,0.296
2004-11-17,2004,11,17,16.069,15.797,0.272
2004-11-18,2004,11,18,15.978,15.665,0.313
2004-11-19,2004,11,19,15.792,15.509,0.283
2004-11-20,2004,11,20,15.669,15.368,0.301
2004-11-21,2004,11,21,15.465,15.213,0.252
2004-11-22,2004,11,22,15.252,15.069,0.183
2004-11-23,2004,11,23,15.079,14.896,0.183
2004-11-24,2004,11,24,14.964,14.74,0.224
2004-11-25,2004,11,25,14.791,14.575,0.216
2004-11-26,2004,11,26,14.754,14.417,0.337
2004-11-27,2004,11,27,14.579,14.239,0.34
2004-11-28,2004,11,28,14.332,14.055,0.277
2004-11-29,2004,11,29,14.067,13.868,0.199
2004-11-30,2004,11,30,13.844,13.685,0.159
2004-12-01,2004,12,1,13.695,13.513,0.182
2004-12-02,2004,12,2,13.466,13.294,0.172
2004-12-03,2004,12,3,13.292,13.105,0.187
2004-12-04,2004,12,4,13.19,12.904,0.286
2004-12-05,2004,12,5,13.039,12.703,0.336
2004-12-06,2004,12,6,12.864,12.495,0.369
2004-12-07,2004,12,7,12.673,12.29,0.383
2004-12-08,2004,12,8,12.494,12.068,0.426
2004-12-09,2004,12,9,12.216,11.859,0.357
2004-12-10,2004,12,10,11.986,11.659,0.327
2004-12-11,2004,12,11,11.789,11.436,0.353
2004-12-12,2004,12,12,11.473,11.222,0.251
2004-12-13,2004,12,13,11.126,10.998,0.128
2004-12-14,2004,12,14,10.83,10.755,0.075
2004-12-15,2004,12,15,10.536,10.498,0.038
2004-12-16,2004,12,16,10.168,10.247,-0.079
2004-12-17,2004,12,17,9.745,9.984,-0.239
2004-12-18,2004,12,18,9.42,9.732,-0.312
2004-12-19,2004,12,19,9.028,9.48,-0.452
2004-12-20,2004,12,20,8.748,9.255,-0.507
2004-12-21,2004,12,21,8.56,9.039,-0.479
2004-12-22,2004,12,22,8.41,8.835,-0.425
2004-12-23,2004,12,23,8.282,8.631,-0.349
2004-12-24,2004,12,24,8.081,8.416,-0.335
2004-12-25,2004,12,25,7.929,8.224,-0.295
2004-12-26,2004,12,26,7.734,8.018,-0.284
2004-12-27,2004,12,27,7.523,7.811,-0.288
2004-12-28,2004,12,28,7.4,7.624,-0.224
2004-12-29,2004,12,29,7.268,7.406,-0.138
2004-12-30,2004,12,30,7.121,7.222,-0.101
2004-12-31,2004,12,31,7.01,7.059,-0.049
2005-01-01,2005,1,1,6.822,6.999,-0.177
2005-01-02,2005,1,2,6.721,6.808,-0.087
2005-01-03,2005,1,3,6.537,6.621,-0.084
2005-01-04,2005,1,4,6.45,6.451,-0.001
2005-01-05,2005,1,5,6.284,6.296,-0.012
2005-01-06,2005,1,6,6.109,6.142,-0.033
2005-01-07,2005,1,7,5.895,5.999,-0.104
2005-01-08,2005,1,8,5.647,5.838,-0.191
2005-01-09,2005,1,9,5.449,5.681,-0.232
2005-01-10,2005,1,10,5.294,5.547,-0.253
